word,context,pmi
0,0,3.8691707152856902
0,1,0.25052587029026036
0,2,0.0
0,4,4.053542997346495
0,10,4.074223202584034
0,12,5.794009172187
0,13,4.059408116798893
0,16,4.838497727159563
0,18,3.491424079192954
0,21,3.9377111818213733
0,22,3.491424079192954
0,30,3.092647959235586
0,38,3.9149459710483607
0,45,3.848099023131686
0,46,3.5967845948507797
0,47,4.590036367861063
0,50,3.929929041379318
0,52,3.850850056503576
0,53,3.6306861465264615
0,58,3.848099023131686
0,60,3.7145676305071635
0,66,4.071242574445896
0,68,3.848099023131686
0,69,3.3961138993886286
0,71,4.002249702958944
0,72,3.603686666317959
0,81,4.541246203691632
0,82,4.289931775410725
0,83,4.541246203691632
0,84,3.491424079192954
0,90,3.5761653076480444
0,91,3.799308858962254
0,94,3.8770865600049382
0,96,4.813179919175273
0,106,4.69539688351889
0,108,3.739885438491453
0,109,3.7145676305071635
0,110,3.13594985583074
0,111,1.8819861667588533
0,114,4.69539688351889
0,115,4.69539688351889
0,117,3.891901645790079
0,119,3.6657774663377314
0,120,2.984606476824502
0,122,3.848099023131686
0,123,3.491424079192954
0,124,4.289931775410725
0,127,3.3961138993886286
0,128,3.7791061516447346
0,135,4.26795286869195
0,137,3.7791061516447346
0,138,4.184571259752899
0,139,3.154951842571741
0,140,3.154951842571741
0,143,2.960795828130783
0,144,3.501474415046455
0,145,2.9781015752283757
0,148,4.69539688351889
0,149,3.491424079192954
0,150,4.26795286869195
0,154,3.351662136817795
0,156,3.7658609248947137
0,161,4.541246203691632
0,162,3.3599342428111263
0,164,1.2507143899169955
0,166,3.5967845948507797
0,167,4.184571259752899
0,168,4.289931775410725
0,170,3.154951842571741
0,171,3.848099023131686
0,172,3.3961138993886286
0,174,4.499282004592599
0,177,3.583904931987119
0,178,3.922206995285408
0,180,4.929011734700395
0,182,3.491424079192954
0,183,4.002249702958944
0,184,2.676059265908759
0,185,4.184571259752899
0,186,5.611687615393045
0,189,4.615354175845353
0,192,2.6131563498856134
0,193,1.1161332498512793
0,194,1.9691846751134816
0,223,1.1221153541559998
0,224,1.091349364921651
0,229,5.100861991627054
0,231,1.7926679288106562
0,237,3.1198605227604705
0,238,1.0523432416103704
0,246,1.3548935705289906
0,252,1.3985728506032002
0,257,2.1269280855344754
0,262,1.8102238005319626
0,268,0.9323896161782257
0,275,1.2279263749069549
0,280,3.0276900629608137
0,284,1.401175757066751
0,286,1.4074297451753783
0,287,0.7890566612262417
0,294,0.9635643738757441
0,299,2.090241105579312
0,308,1.3064970296671405
0,314,1.104497837765157
0,316,0.6077413094475856
0,321,0.6046699682087078
0,325,2.159058060098619
0,326,3.309102522398999
0,327,0.35419224336526317
0,331,3.0859589710847892
0,332,1.2528443161748204
0,339,1.439166888269842
0,340,1.8997444190489974
0,341,0.7640070755998934
0,345,1.0081854865056503
0,346,5.100861991627054
0,350,1.6278608778359152
0,352,4.541246203691632
0,358,1.4872450220136646
0,363,0.22375809015532083
0,367,0.3031449283022204
0,372,1.747455273801247
0,378,0.8491576186367468
0,382,1.4411539148133976
0,386,4.69539688351889
0,390,1.4085163295366316
0,391,1.8955621148578174
0,392,0.8368918675004052
0,396,1.4889310787273704
0,399,1.9637386686311125
0,401,2.468973151490408
0,404,0.886514637010257
0,414,1.8933842117112225
0,417,1.4014135861638837
0,420,3.094327220755306
0,423,0.8145206070875803
0,424,1.9092706896654401
0,425,0.0
0,430,1.6913658071502036
0,433,1.9353869434859685
0,436,1.1563717960614064
0,437,1.1587948648505313
0,442,0.8280226297596256
0,446,1.0326903037089765
0,451,1.8563184200102756
0,455,1.248588990604682
0,461,0.0
0,462,1.0096945140083926
0,463,0.0
0,468,3.1116187178653667
0,472,1.4020322066599495
0,474,1.3697615220791552
0,477,0.8438318471278576
0,481,0.8148645451821144
0,486,1.190840988869581
0,488,3.5967845948507797
0,489,1.1193129235502977
0,492,1.5233797559703737
0,496,1.9675440551205
0,503,0.917743717351526
0,504,1.8539254758748351
0,505,0.4258548460501831
0,514,2.351989796004589
0,518,3.0859589710847892
0,520,1.9836498205353534
0,527,2.8058051650538
0,534,3.1129876434727084
0,548,1.9719108742868403
0,555,1.083578475541415
0,560,2.0421549189116748
0,565,2.3806636565891965
0,570,2.849570193020559
0,571,0.9084836891335879
0,572,1.9058024192788645
0,573,1.3657750707165248
0,581,1.4385832193102968
0,588,1.0578107237925038
0,593,2.147254644373734
0,608,0.7261537377608523
0,616,2.3872716101492286
0,628,1.2953112307094248
0,640,0.6043912225623036
0,667,0.2410495872653819
0,668,1.8392214451708429
0,669,0.47539910237120026
0,682,2.5156073680047717
0,694,2.4774018588254636
0,706,1.9985199830148048
0,718,2.7259562370533823
0,730,0.17651106612781076
0,742,2.7982768986330084
0,754,2.305615245494689
0,767,0.8035765854082632
0,769,0.8813542864509474
0,773,1.9502650075121477
0,779,2.7494867344635763
0,780,0.9875321294938727
0,783,1.495364146452169
0,792,0.0
0,793,1.5807067413456606
0,794,1.024172364643674
0,795,0.35115865490666437
0,797,1.1928470075964468
0,801,2.433633785045099
0,803,1.2443516961291667
0,807,1.9770297154457472
0,811,0.40220146255162376
0,812,0.9249374424125305
0,813,0.6332312196610241
0,819,1.5008137512197335
0,822,0.2226158855765439
0,824,0.2511782285885604
0,829,0.19299797556674392
0,830,0.13731830506464887
0,831,1.3431563465832652
0,832,0.2026491269450857
0,836,0.1761477600384377
0,842,0.0
0,843,1.2265408533829194
0,849,0.9667626708451209
0,850,0.5483895946394117
0,852,0.0
0,854,0.38661321061272563
0,856,0.16011282499496468
0,858,0.0
0,861,0.3221587548780873
0,868,0.0
0,869,0.0
0,871,0.0
0,872,0.0
0,873,0.43666846518950164